inner_x,inner_y,outer_x,outer_y
4.227249733333333204e+00,4.530545383893333167e+00,3.928229285333331156e+00,3.665061628834130669e+00
4.227238958333333407e+00,4.530021727499999429e+00,3.928200408333331950e+00,3.663658229699996216e+00
4.227228233333333307e+00,4.529499102506666652e+00,3.928171665333331397e+00,3.662257594717864606e+00
4.227217558333333791e+00,4.528977507753332965e+00,3.928143056333333050e+00,3.660859720778930182e+00
4.227206933333333971e+00,4.528456942080000047e+00,3.928114581333333355e+00,3.659464604774397944e+00
4.227196358333333848e+00,4.527937404326666027e+00,3.928086240333333201e+00,3.658072243595462680e+00
4.227185833333333420e+00,4.527418893333333472e+00,3.928058033333331700e+00,3.656682634133331611e+00
4.227175358333333577e+00,4.526901407939999622e+00,3.928029960333332404e+00,3.655295773279196858e+00
4.227164933333333430e+00,4.526384946986666158e+00,3.928002021333331761e+00,3.653911657924262979e+00
4.227154558333333867e+00,4.525869509313332983e+00,3.927974216333332880e+00,3.652530284959730089e+00
4.227144233333333112e+00,4.525355093760000003e+00,3.927946545333330874e+00,3.651151651276797416e+00
4.227133958333333830e+00,4.524841699166666231e+00,3.927919008333332851e+00,3.649775753766663300e+00
4.227123733333333355e+00,4.524329324373333350e+00,3.927891605333331704e+00,3.648402589320530964e+00
4.227113558333333465e+00,4.523817968219999486e+00,3.927864336333331874e+00,3.647032154829596529e+00
4.227103433333333271e+00,4.523307629546666320e+00,3.927837201333331585e+00,3.645664447185063217e+00
4.227093358333333661e+00,4.522798307193332867e+00,3.927810200333332613e+00,3.644299463278129814e+00
4.227083333333333748e+00,4.522289999999999921e+00,3.927783333333332738e+00,3.642937199999997766e+00
4.227073358333333530e+00,4.521782706806666496e+00,3.927756600333331960e+00,3.641577654241864082e+00
4.227063433333333897e+00,4.521276426453333386e+00,3.927730001333332943e+00,3.640220822894931096e+00
4.227053558333333960e+00,4.520771157779999605e+00,3.927703536333333467e+00,3.638866702850396706e+00
4.227043733333333719e+00,4.520266899626666834e+00,3.927677205333332644e+00,3.637515290999465023e+00
4.227033958333333175e+00,4.519763650833333202e+00,3.927651008333331362e+00,3.636166584233330390e+00
4.227024233333333214e+00,4.519261410239999499e+00,3.927624945333331397e+00,3.634820579443196475e+00
4.227014558333333838e+00,4.518760176686666519e+00,3.927599016333332749e+00,3.633477273520264283e+00
4.227004933333333270e+00,4.518259949013333276e+00,3.927573221333331421e+00,3.632136663355730821e+00
4.226995358333333286e+00,4.517760726059999676e+00,3.927547560333331411e+00,3.630798745840796649e+00
4.226985833333333886e+00,4.517262506666666511e+00,3.927522033333333162e+00,3.629463517866663658e+00
4.226976358333333295e+00,4.516765289673332795e+00,3.927496640333331346e+00,3.628130976324529300e+00
4.226966933333333287e+00,4.516269073920000210e+00,3.927471381333331735e+00,3.626801118105598576e+00
4.226957558333333864e+00,4.515773858246666883e+00,3.927446256333332997e+00,3.625473940101064940e+00
4.226948233333333249e+00,4.515279641493332718e+00,3.927421265333331579e+00,3.624149439202129397e+00
4.226938958333333218e+00,4.514786422499999397e+00,3.927396408333331479e+00,3.622827612299996058e+00
4.226929733333333772e+00,4.514294200106666821e+00,3.927371685333332696e+00,3.621508456285864597e+00
4.226920558333333133e+00,4.513802973153333120e+00,3.927347096333331233e+00,3.620191968050930242e+00
4.226911433333333967e+00,4.513312740479999974e+00,3.927322641333333308e+00,3.618878144486397552e+00
4.226902358333333609e+00,4.512823500926666398e+00,3.927298320333332260e+00,3.617566982483463534e+00
4.226893333333333835e+00,4.512335253333333185e+00,3.927274133333332973e+00,3.616258478933330522e+00
4.226884358333333758e+00,4.511847996540000238e+00,3.927250080333332782e+00,3.614952630727198191e+00
4.226875433333333376e+00,4.511361729386666575e+00,3.927226161333331689e+00,3.613649434756264434e+00
4.226866558333333579e+00,4.510876450713332986e+00,3.927202376333332356e+00,3.612348887911729811e+00
4.226857733333333478e+00,4.510392159359999376e+00,3.927178725333332121e+00,3.611050987084795771e+00
4.226848958333333961e+00,4.509908854166666536e+00,3.927155208333333203e+00,3.609755729166663762e+00
4.226840233333333252e+00,4.509426533973333484e+00,3.927131825333331605e+00,3.608463111048531680e+00
4.226831558333333128e+00,4.508945197620000123e+00,3.927108576333330880e+00,3.607173129621598306e+00
4.226822933333333587e+00,4.508464843946666356e+00,3.927085461333332361e+00,3.605885781777063315e+00
4.226814358333333743e+00,4.507985471793332977e+00,3.927062480333332495e+00,3.604601064406129929e+00
4.226805833333333595e+00,4.507507079999999888e+00,3.927039633333332169e+00,3.603318974399997376e+00
4.226797358333333143e+00,4.507029667406666107e+00,3.927016920333330940e+00,3.602039508649863109e+00
4.226788933333333276e+00,4.506553232853333313e+00,3.926994341333331473e+00,3.600762664046930794e+00
4.226780558333333104e+00,4.506077775179999634e+00,3.926971896333331102e+00,3.599488437482396996e+00
4.226772233333333517e+00,4.505603293226666750e+00,3.926949585333332049e+00,3.598216825847464939e+00
4.226763958333333626e+00,4.505129785833332789e+00,3.926927408333332536e+00,3.596947826033329854e+00
4.226755733333333431e+00,4.504657251839999432e+00,3.926905365333332121e+00,3.595681434931196296e+00
4.226747558333333821e+00,4.504185690086666582e+00,3.926883456333333022e+00,3.594417649432264383e+00
4.226739433333333906e+00,4.503715099413333256e+00,3.926861681333333021e+00,3.593156466427730678e+00
4.226731358333333688e+00,4.503245478659999357e+00,3.926840040333332560e+00,3.591897882808796183e+00
4.226723333333333166e+00,4.502776826666666565e+00,3.926818533333331196e+00,3.590641895466664124e+00
4.226715358333333228e+00,4.502309142273333009e+00,3.926797160333331149e+00,3.589388501292530176e+00
4.226707433333333874e+00,4.501842424319999481e+00,3.926775921333333308e+00,3.588137697177596230e+00
4.226699558333333329e+00,4.501376671646666772e+00,3.926754816333331455e+00,3.586889480013064624e+00
4.226691733333333367e+00,4.500911883093333010e+00,3.926733845333331807e+00,3.585643846690130143e+00
4.226683958333333990e+00,4.500448057499999877e+00,3.926713008333333477e+00,3.584400794099997345e+00
4.226676233333333421e+00,4.499985193706666387e+00,3.926692305333332023e+00,3.583160319133863680e+00
4.226668558333333436e+00,4.499523290553333332e+00,3.926671736333331886e+00,3.581922418682931042e+00
4.226660933333333148e+00,4.499062346879999730e+00,3.926651301333331290e+00,3.580687089638397325e+00
4.226653358333333443e+00,4.498602361526666371e+00,3.926631000333332011e+00,3.579454328891463533e+00
4.226645833333333435e+00,4.498143333333333160e+00,3.926610833333331829e+00,3.578224133333330670e+00
4.226638358333333123e+00,4.497685261140000001e+00,3.926590800333331188e+00,3.576996499855197520e+00
4.226630933333333395e+00,4.497228143786666799e+00,3.926570901333331864e+00,3.575771425348264643e+00
4.226623558333333364e+00,4.496771980113333456e+00,3.926551136333331637e+00,3.574548906703731710e+00
4.226616233333333916e+00,4.496316768959999877e+00,3.926531505333333172e+00,3.573328940812797505e+00
4.226608958333333277e+00,4.495862509166666854e+00,3.926512008333331583e+00,3.572111524566664809e+00
4.226601733333333222e+00,4.495409199573333403e+00,3.926492645333331311e+00,3.570896654856531072e+00
4.226594558333333751e+00,4.494956839019999428e+00,3.926473416333332800e+00,3.569684328573596410e+00
4.226587433333333976e+00,4.494505426346666610e+00,3.926454321333333386e+00,3.568474542609064493e+00
4.226580358333333898e+00,4.494054960393333076e+00,3.926435360333333069e+00,3.567267293854130550e+00
4.226573333333333515e+00,4.493605439999999618e+00,3.926416533333332293e+00,3.566062579199996918e+00
4.226566358333333717e+00,4.493156864006666140e+00,3.926397840333332834e+00,3.564860395537863269e+00
4.226559433333333615e+00,4.492709231253333435e+00,3.926379281333332472e+00,3.563660739758931051e+00
4.226552558333333209e+00,4.492262540579999630e+00,3.926360856333331206e+00,3.562463608754396827e+00
4.226545733333333388e+00,4.491816790826666406e+00,3.926342565333331702e+00,3.561268999415463821e+00
4.226538958333333262e+00,4.491371980833332778e+00,3.926324408333331295e+00,3.560076908633329484e+00
4.226532233333333721e+00,4.490928109439999538e+00,3.926306385333332649e+00,3.558887333299196598e+00
4.226525558333333876e+00,4.490485175486666591e+00,3.926288496333333100e+00,3.557700270304263945e+00
4.226518933333333727e+00,4.490043177813332953e+00,3.926270741333332648e+00,3.556515716539729866e+00
4.226512358333333275e+00,4.489602115259999415e+00,3.926253120333331292e+00,3.555333668896796251e+00
4.226505833333333406e+00,4.489161986666666770e+00,3.926235633333331698e+00,3.554154124266664994e+00
4.226499358333333234e+00,4.488722790873333146e+00,3.926218280333331201e+00,3.552977079540530880e+00
4.226492933333333646e+00,4.488284526720000223e+00,3.926201061333332465e+00,3.551802531609598468e+00
4.226486558333333754e+00,4.487847193046666128e+00,3.926183976333332826e+00,3.550630477365062987e+00
4.226480233333333558e+00,4.487410788693333430e+00,3.926167025333332283e+00,3.549460913698131215e+00
4.226473958333333947e+00,4.486975312499999369e+00,3.926150208333333502e+00,3.548293837499996162e+00
4.226467733333333143e+00,4.486540763306666513e+00,3.926133525333331153e+00,3.547129245661864161e+00
4.226461558333333812e+00,4.486107139953332990e+00,3.926116976333332786e+00,3.545967135074929999e+00
4.226455433333333289e+00,4.485674441279999591e+00,3.926100561333331740e+00,3.544807502630396456e+00
4.226449358333333350e+00,4.485242666126666222e+00,3.926084280333331566e+00,3.543650345219463205e+00
4.226443333333333996e+00,4.484811813333332786e+00,3.926068133333333599e+00,3.542495659733329916e+00
4.226437358333333449e+00,4.484381881740000075e+00,3.926052120333332063e+00,3.541343443063198038e+00
4.226431433333333487e+00,4.483952870186666217e+00,3.926036241333331844e+00,3.540193692100263245e+00
4.226425558333333221e+00,4.483524777513332893e+00,3.926020496333331167e+00,3.539046403735730095e+00
4.226419733333333539e+00,4.483097602560000006e+00,3.926004885333332250e+00,3.537901574860797815e+00
4.226413958333333554e+00,4.482671344166666572e+00,3.925989408333331987e+00,3.536759202366663857e+00
4.226408233333333264e+00,4.482246001173333383e+00,3.925974065333331264e+00,3.535619283144531444e+00
4.226402558333333559e+00,4.481821572419999455e+00,3.925958856333332303e+00,3.534481814085596252e+00
4.226396933333333550e+00,4.481398056746666470e+00,3.925943781333332439e+00,3.533346792081063725e+00
4.226391358333333237e+00,4.480975452993333441e+00,3.925928840333331227e+00,3.532214214022131316e+00
4.226385833333333508e+00,4.480553759999999386e+00,3.925914033333332220e+00,3.531084076799996030e+00
4.226380358333333476e+00,4.480132976606666872e+00,3.925899360333331867e+00,3.529956377305865090e+00
4.226374933333333139e+00,4.479713101653333140e+00,3.925884821333331054e+00,3.528831112430930617e+00
4.226369558333333387e+00,4.479294133979999870e+00,3.925870416333332003e+00,3.527708279066397168e+00
4.226364233333333331e+00,4.478876072426666077e+00,3.925856145333331604e+00,3.526587874103462639e+00
4.226358958333333860e+00,4.478458915833333442e+00,3.925842008333332966e+00,3.525469894433331142e+00
4.226353733333333196e+00,4.478042663040000093e+00,3.925828005333331205e+00,3.524354336947197908e+00
4.226348558333334005e+00,4.477627312886666822e+00,3.925814136333333426e+00,3.523241198536264829e+00
4.226343433333333621e+00,4.477212864213333532e+00,3.925800401333332523e+00,3.522130476091731577e+00
4.226338358333333822e+00,4.476799315860000128e+00,3.925786800333332938e+00,3.521022166504797823e+00
4.226333333333333719e+00,4.476386666666666514e+00,3.925773333333332893e+00,3.519916266666664129e+00
4.226328358333333313e+00,4.475974915473333482e+00,3.925760000333331501e+00,3.518812773468531496e+00
4.226323433333333490e+00,4.475564061120000048e+00,3.925746801333331870e+00,3.517711683801597822e+00
4.226318558333333364e+00,4.475154102446666116e+00,3.925733736333331780e+00,3.516612994557062777e+00
4.226313733333333822e+00,4.474745038293333366e+00,3.925720805333333008e+00,3.515516702626131362e+00
4.226308958333333976e+00,4.474336867499999926e+00,3.925708008333333332e+00,3.514422804899997477e+00
4.226304233333333826e+00,4.473929588906666588e+00,3.925695345333332753e+00,3.513331298269863900e+00
4.226299558333333373e+00,4.473523201353333256e+00,3.925682816333331715e+00,3.512242179626930749e+00
4.226294933333333503e+00,4.473117703679999835e+00,3.925670421333331994e+00,3.511155445862397251e+00
4.226290358333333330e+00,4.472713094726666228e+00,3.925658160333331814e+00,3.510071093867463077e+00
4.226285833333333741e+00,4.472309373333333227e+00,3.925646033333332952e+00,3.508989120533330563e+00
4.226281358333333849e+00,4.471906538339999848e+00,3.925634040333333186e+00,3.507909522751197606e+00
4.226276933333333652e+00,4.471504588586666884e+00,3.925622181333332517e+00,3.506832297412264765e+00
4.226272558333333151e+00,4.471103522913333350e+00,3.925610456333330944e+00,3.505757441407730823e+00
4.226268233333333235e+00,4.470703340160000039e+00,3.925598865333331133e+00,3.504684951628798117e+00
4.226263958333333903e+00,4.470304039166666854e+00,3.925587408333333084e+00,3.503614824966664987e+00
4.226259733333333379e+00,4.469905618773332812e+00,3.925576085333331910e+00,3.502547058312529771e+00
4.226255558333333440e+00,4.469508077819999592e+00,3.925564896333332054e+00,3.501481648557596582e+00
4.226251433333333196e+00,4.469111415146666211e+00,3.925553841333331295e+00,3.500418592593063316e+00
4.226247358333333537e+00,4.468715629593333460e+00,3.925542920333332297e+00,3.499357887310131421e+00
4.226243333333333574e+00,4.468320719999999469e+00,3.925532133333332396e+00,3.498299529599996127e+00
4.226239358333333307e+00,4.467926685206666804e+00,3.925521480333331592e+00,3.497243516353864656e+00
4.226235433333333624e+00,4.467533524053332705e+00,3.925510961333332549e+00,3.496189844462929130e+00
4.226231558333333638e+00,4.467141235379999742e+00,3.925500576333332603e+00,3.495138510818397215e+00
4.226227733333333347e+00,4.466749818026666041e+00,3.925490325333331754e+00,3.494089512311462808e+00
4.226223958333333641e+00,4.466359270833333284e+00,3.925480208333332222e+00,3.493042845833330912e+00
4.226220233333333631e+00,4.465969592639999597e+00,3.925470225333332230e+00,3.491998508275196755e+00
4.226216558333333317e+00,4.465580782286666661e+00,3.925460376333331780e+00,3.490956496528264452e+00
4.226212933333333588e+00,4.465192838613333493e+00,3.925450661333332203e+00,3.489916807483731453e+00
4.226209358333333554e+00,4.464805760459999995e+00,3.925441080333332167e+00,3.488879438032797431e+00
4.226205833333333217e+00,4.464419546666666072e+00,3.925431633333331227e+00,3.487844385066662944e+00
4.226202358333333464e+00,4.464034196073333405e+00,3.925422320333332049e+00,3.486811645476531218e+00
4.226198933333333407e+00,4.463649707520000121e+00,3.925413141333331968e+00,3.485781216153598372e+00
4.226195558333333935e+00,4.463266079846666123e+00,3.925404096333333204e+00,3.484753093989063188e+00
4.226192233333333270e+00,4.462883311893333094e+00,3.925395185333331316e+00,3.483727275874130669e+00
4.226188958333333190e+00,4.462501402500000047e+00,3.925386408333331190e+00,3.482703758699997820e+00
4.226185733333333694e+00,4.462120350506666000e+00,3.925377765333332825e+00,3.481682539357862538e+00
4.226182558333333894e+00,4.461740154753333520e+00,3.925369256333333112e+00,3.480663614738931599e+00
4.226179433333333790e+00,4.461360814079999848e+00,3.925360881333332941e+00,3.479646981734397571e+00
4.226176358333333383e+00,4.460982327326666663e+00,3.925352640333331866e+00,3.478632637235464564e+00
4.226173333333333559e+00,4.460604693333332982e+00,3.925344533333332109e+00,3.477620578133330476e+00
4.226170358333333432e+00,4.460227910939999596e+00,3.925336560333331892e+00,3.476610801319196753e+00
4.226167433333333889e+00,4.459851978986666410e+00,3.925328721333332993e+00,3.475603303684263956e+00
4.226164558333333154e+00,4.459476896313333327e+00,3.925321016333330970e+00,3.474598082119730869e+00
4.226161733333333892e+00,4.459102661759999364e+00,3.925313445333332929e+00,3.473595133516796274e+00
4.226158958333333437e+00,4.458729274166666201e+00,3.925306008333331764e+00,3.472594454766663397e+00
4.226156233333333567e+00,4.458356732373332854e+00,3.925298705333332361e+00,3.471596042760530132e+00
4.226153558333333393e+00,4.457985035220000114e+00,3.925291536333331610e+00,3.470599894389597928e+00
4.226150933333333803e+00,4.457614181546666110e+00,3.925284501333333065e+00,3.469606006545062904e+00
4.226148358333333910e+00,4.457244170193333410e+00,3.925277600333333172e+00,3.468614376118131393e+00
4.226145833333333712e+00,4.456875000000000142e+00,3.925270833333332821e+00,3.467624999999998181e+00
4.226143358333333211e+00,4.456506669806666210e+00,3.925264200333331122e+00,3.466637875081863385e+00
4.226140933333333294e+00,4.456139178453333294e+00,3.925257701333331628e+00,3.465652998254930672e+00
4.226138558333333961e+00,4.455772524779999522e+00,3.925251336333333452e+00,3.464670366410396163e+00
4.226136233333333436e+00,4.455406707626666574e+00,3.925245105333331708e+00,3.463689976439463969e+00
4.226133958333333496e+00,4.455041725833333466e+00,3.925239008333332169e+00,3.462711825233331542e+00
4.226131733333333251e+00,4.454677578240000102e+00,3.925233045333331283e+00,3.461735909683198109e+00
4.226129558333333591e+00,4.454314263686666386e+00,3.925227216333332159e+00,3.460762226680263787e+00
4.226127433333333627e+00,4.453951781013333111e+00,3.925221521333332575e+00,3.459790773115730467e+00
4.226125358333333359e+00,4.453590129060000180e+00,3.925215960333331644e+00,3.458821545880798265e+00
4.226123333333333676e+00,4.453229306666666609e+00,3.925210533333332474e+00,3.457854541866664189e+00
4.226121358333333689e+00,4.452869312673333191e+00,3.925205240333332402e+00,3.456889757964530574e+00
4.226119433333333397e+00,4.452510145919999829e+00,3.925200081333331870e+00,3.455927191065597093e+00
4.226117558333333690e+00,4.452151805246666427e+00,3.925195056333332655e+00,3.454966838061063861e+00
4.226115733333333679e+00,4.451794289493332890e+00,3.925190165333332537e+00,3.454008695842129661e+00
4.226113958333333365e+00,4.451437597500000010e+00,3.925185408333331516e+00,3.453052761299997719e+00
4.226112233333333634e+00,4.451081728106666802e+00,3.925180785333332256e+00,3.452099031325865042e+00
4.226110558333333600e+00,4.450726680153333170e+00,3.925176296333332537e+00,3.451147502810930412e+00
4.226108933333333262e+00,4.450372452479999907e+00,3.925171941333331471e+00,3.450198172646397499e+00
4.226107358333333508e+00,4.450019043926666029e+00,3.925167720333332166e+00,3.449251037723462865e+00
4.226105833333333450e+00,4.449666453333333216e+00,3.925163633333331958e+00,3.448306094933331067e+00
4.226104358333333977e+00,4.449314679539999595e+00,3.925159680333333512e+00,3.447363341167196893e+00
4.226102933333333311e+00,4.448963721386666847e+00,3.925155861333331497e+00,3.446422773316264898e+00
4.226101558333333230e+00,4.448613577713333100e+00,3.925152176333331244e+00,3.445484388271730758e+00
4.226100233333333733e+00,4.448264247360000034e+00,3.925148625333332753e+00,3.444548182924798141e+00
4.226098958333333933e+00,4.447915729166666665e+00,3.925145208333333358e+00,3.443614154166664498e+00
4.226097733333333828e+00,4.447568021973332897e+00,3.925141925333333059e+00,3.442682298888529946e+00
4.226096558333333419e+00,4.447221124619999522e+00,3.925138776333331858e+00,3.441752613981596376e+00
4.226095433333333595e+00,4.446875035946666443e+00,3.925135761333332418e+00,3.440825096337063904e+00
4.226094358333333467e+00,4.446529754793332678e+00,3.925132880333332075e+00,3.439899742846129094e+00
4.226093333333333923e+00,4.446185279999999906e+00,3.925130133333333049e+00,3.438976550399997834e+00
4.226092358333333188e+00,4.445841610406666256e+00,3.925127520333331343e+00,3.438055515889863578e+00
4.226091433333333924e+00,4.445498744853333406e+00,3.925125041333333176e+00,3.437136636206931328e+00
4.226090558333333469e+00,4.445156682179999486e+00,3.925122696333331884e+00,3.436219908242396315e+00
4.226089733333333598e+00,4.444815421226666174e+00,3.925120485333332354e+00,3.435305328887463094e+00
4.226088958333333423e+00,4.444474960833333377e+00,3.925118408333331921e+00,3.434392895033330895e+00
4.226088233333333832e+00,4.444135299840000108e+00,3.925116465333332805e+00,3.433482603571198055e+00
4.226087558333333938e+00,4.443796437086666273e+00,3.925114656333333230e+00,3.432574451392263359e+00
4.226086933333333739e+00,4.443458371413333552e+00,3.925112981333332751e+00,3.431668435387731364e+00
4.226086358333333237e+00,4.443121101660000072e+00,3.925111440333331370e+00,3.430764552448797744e+00
4.226085833333333319e+00,4.442784626666666625e+00,3.925110033333331749e+00,3.429862799466664391e+00
