m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,m125,m126,m127,m128
1.447757321814693965e+00,1.483133479756583828e+00,1.486296232706115328e+00,1.508633846135512435e+00,1.533075103442409937e+00,1.519578842175946853e+00,1.407824934470864653e+00,1.361293835434540300e+00,1.385825857444779263e+00,1.408179767136774396e+00,1.422331872757007343e+00,1.443178210782206206e+00,1.458150146682424264e+00,1.452812063890161376e+00,1.469583667487630807e+00,1.386268677312859632e+00,1.355050060895010677e+00,1.372472134359455254e+00,1.384693260945374815e+00,1.386427046979166633e+00,1.394797840528032351e+00,1.415044193801525685e+00,1.418861465411548117e+00,1.423798188577037882e+00,1.434074112474865270e+00,1.447892828558283274e+00,1.461177178075010463e+00,1.478406836218884246e+00,1.495378748029555505e+00,1.488552767243682684e+00,1.549578830708735255e+00,1.544027063221657281e+00,1.479916863005878103e+00,1.493289480776114786e+00,1.470582666326513799e+00,1.461882456329059110e+00,1.392445131816588910e+00,1.392981420490896571e+00,1.341445914866175260e+00,1.302419063604319582e+00,1.311689755697701854e+00,1.325769944240859033e+00,1.327063262502147900e+00,1.271411233570056698e+00,1.220968533566608727e+00,1.172009541022288159e+00,1.138082574899831112e+00,1.141859558402718022e+00,1.119856280042321961e+00,1.103833551768223398e+00,1.143277366136771001e+00,1.155015448368569952e+00,1.175132025729121565e+00,1.236641732474580646e+00,1.260739095271940391e+00,1.310581321170799063e+00,1.310295195356131703e+00,1.308382637394526649e+00,1.320004143926251539e+00,1.311189618222420972e+00,1.310051537376953235e+00,1.252946795115785106e+00,1.212134053311628490e+00,1.216872643725319225e+00,1.185410722854739030e+00,1.155907374711682145e+00,1.162796629546835936e+00,1.158197785941830871e+00,1.152853326825170388e+00,1.150702472196780235e+00,1.103080256284071137e+00,1.054799514064999721e+00,1.013063061867814918e+00,9.873856576161598175e-01,9.808903552951860894e-01,9.889812223877552100e-01,9.982318939876120290e-01,9.518856262351239605e-01,9.528692019876054964e-01,9.088888060446447259e-01,9.109067101267442901e-01,9.193210490128229662e-01,9.022575926762259613e-01,9.081237430330245664e-01,8.809615386672506876e-01,8.895304611403653805e-01,8.833043184209864451e-01,8.832070127941284987e-01,8.896548554577166090e-01,8.846177190830277759e-01,8.925249933882791753e-01,8.929300773595634233e-01,8.989827349875806339e-01,9.071811926616931698e-01,8.978883575093753455e-01,8.826642656372223339e-01,8.904334804405669157e-01,8.970070815676710607e-01,8.960962976539108560e-01
2.783249297113027598e+00,2.812791740243227423e+00,2.864696900578592498e+00,2.857730405833405651e+00,2.782712047834655422e+00,2.826799895728013379e+00,2.840651815395932367e+00,2.885515143753828227e+00,2.910775423914453874e+00,2.843251476134274647e+00,2.853363203871238429e+00,2.869405205416442506e+00,2.837769621769766992e+00,2.862853922520177452e+00,2.889916739848455318e+00,2.879186198351362691e+00,2.875981977073080564e+00,2.911022104788815845e+00,2.928752364329040514e+00,2.961282048526050481e+00,2.994736194812412045e+00,2.968783343386533158e+00,2.999429917459144779e+00,3.031434933481001348e+00,3.058169975729222223e+00,3.068715504163813446e+00,3.094844550613644607e+00,3.121730468699023930e+00,3.151532961799270893e+00,3.157440955370848013e+00,3.123087869426912633e+00,3.138359421071730271e+00,3.124110557074887939e+00,3.151803859071961700e+00,3.173266786927152250e+00,3.147493305462434332e+00,3.075847484730982462e+00,3.036406378970033959e+00,2.947615140424223235e+00,2.857215865704438862e+00,2.831344308685389777e+00,2.849619365128165605e+00,2.871290975180420979e+00,2.761035286145175238e+00,2.684706178015939138e+00,2.608993737499324173e+00,2.512267300126461489e+00,2.496824783532056280e+00,2.454395366666807909e+00,2.377949419346627291e+00,2.294164874860659342e+00,2.295066976773606715e+00,2.301509498290021494e+00,2.393130723240327384e+00,2.422411602307802170e+00,2.505233411242888231e+00,2.456789309037413993e+00,2.427466279224108181e+00,2.431908622393548658e+00,2.418573525082080344e+00,2.393299317601948140e+00,2.346330517297302354e+00,2.282993837911897028e+00,2.297843792512217931e+00,2.303629811288789853e+00,2.236880004394605770e+00,2.218839482253804896e+00,2.186385944143434568e+00,2.167357826257417575e+00,2.157191795452649163e+00,2.086151212938919919e+00,2.034414378875974094e+00,1.995588212598641054e+00,1.917232955392678351e+00,1.854188538566942768e+00,1.832010652420011265e+00,1.817992429095372620e+00,1.804030571653179260e+00,1.812347805372875209e+00,1.796171083793618228e+00,1.803488827221008783e+00,1.813973473777434453e+00,1.812054472385692394e+00,1.804054556302450152e+00,1.762672696794447269e+00,1.770893723880731185e+00,1.761575103783860285e+00,1.740468575589251943e+00,1.745052355348503559e+00,1.753887909017859847e+00,1.759410371163710796e+00,1.763274573602491069e+00,1.772476124976932299e+00,1.776821657451365555e+00,1.759596750737417503e+00,1.708735362432707516e+00,1.697376590456103340e+00,1.690636227543703685e+00,1.653070027484242921e+00
3.390608254436567215e+00,3.438613408745310629e+00,3.446608085651306386e+00,3.505587459171840781e+00,3.553448389236639748e+00,3.492509538877270447e+00,3.362632281906147380e+00,3.379397092271848813e+00,3.427566651393259001e+00,3.456446759875861918e+00,3.504959957532282733e+00,3.552789445185671635e+00,3.590938125926350644e+00,3.539921635552901513e+00,3.516900121835230930e+00,3.415465803315788307e+00,3.349339278300951683e+00,3.379333002795109397e+00,3.418671065300181944e+00,3.457765132324222002e+00,3.496456585860586941e+00,3.486083829510977949e+00,3.520673649751235867e+00,3.555806041518545069e+00,3.590421768486283138e+00,3.615622055715109529e+00,3.643141250965654443e+00,3.675886696207775639e+00,3.708953556382772021e+00,3.764195049152431416e+00,3.823064150288176144e+00,3.783120479956389559e+00,3.697263196160271104e+00,3.721275734019771964e+00,3.723152362715838493e+00,3.670611533825893336e+00,3.569100117031520636e+00,3.534578721615733610e+00,3.456218343614909205e+00,3.394689715071713909e+00,3.385097965053549096e+00,3.410075156915006733e+00,3.420969276786916868e+00,3.287885530178199733e+00,3.173592674583532780e+00,3.062388617492804777e+00,2.971409837232156459e+00,2.965388468958116697e+00,2.925257927701023331e+00,2.854544370040740020e+00,2.783776853561581444e+00,2.737089955153898302e+00,2.755430661486955035e+00,2.869663250941254962e+00,2.944559450844154824e+00,3.007318423080029834e+00,2.964110397718870971e+00,2.967800118478130411e+00,2.985826266519182148e+00,2.942321562083459074e+00,2.913311523517083668e+00,2.830984708041004438e+00,2.768058325977431178e+00,2.769433305430042846e+00,2.744177807472419239e+00,2.696633138033691868e+00,2.688426273708676817e+00,2.637658328642597638e+00,2.590110598827257249e+00,2.562626494940888122e+00,2.474993479112166384e+00,2.390692780407540408e+00,2.331752438439921971e+00,2.276828363922668963e+00,2.257313885930382291e+00,2.246565769295595150e+00,2.253379760919215880e+00,2.194938669861419722e+00,2.179738444436211786e+00,2.112016161044228735e+00,2.090865742777440417e+00,2.099958391008423408e+00,2.092260062393403341e+00,2.071042754650477491e+00,2.012346632218338094e+00,2.016568442932300087e+00,1.998718503006099656e+00,1.988923265640620386e+00,1.997370177684489212e+00,2.003351597758403546e+00,2.013309337935761167e+00,2.021540461583897663e+00,2.030135321521850944e+00,2.038572315555861270e+00,2.032076173588520884e+00,1.994543147719238796e+00,1.989297141518041823e+00,1.998719777295270283e+00,1.996974216718156558e+00
5.930877726443307019e+00,5.656284107237921077e+00,5.333780210351690698e+00,5.288173505683349873e+00,5.322264611200084872e+00,5.389804483373581867e+00,5.470879297199479296e+00,5.438014493469343513e+00,5.358630769481029787e+00,5.424442443433928673e+00,5.497553044384607901e+00,5.451912744567722235e+00,5.471637840260695995e+00,5.533613915251669013e+00,5.521826236023828827e+00,5.587598887682206694e+00,5.533402442012888223e+00,5.303223821432973217e+00,5.196257329284344806e+00,4.973255988633591862e+00,4.768965466585437518e+00,4.752540585540027784e+00,4.588401415721990340e+00,4.498503097720591093e+00,4.375877808797408619e+00,4.215816430886183852e+00,4.043062062560467851e+00,3.881910741017274624e+00,3.728239114450914826e+00,3.575652941099376925e+00,3.434930222643828746e+00,3.450621520687028099e+00,3.481063313502090750e+00,3.422996486634563684e+00,3.418051951338997085e+00,3.330850398288641490e+00,3.306213782381077326e+00,3.196007921374087957e+00,3.155973308584200332e+00,3.110944809122946353e+00,3.017424861397119074e+00,2.973242877055518818e+00,2.879567599039821513e+00,2.882542680066333851e+00,2.883310789887591152e+00,2.893198782007682546e+00,2.911110246701256621e+00,2.867700439282465208e+00,2.919946656676494001e+00,2.969494175062798114e+00,3.056503105847660606e+00,3.188838714339787384e+00,3.328159892371786555e+00,3.456918279437926511e+00,3.547750298040883266e+00,3.634358534177156486e+00,3.568979944905461554e+00,3.521174940496010208e+00,3.432782901232864337e+00,3.337396645934336270e+00,3.229704774824807778e+00,3.194774613841904198e+00,3.148612137074850548e+00,3.115102991502388452e+00,3.114729366863819848e+00,3.068517141414274452e+00,2.980459221020259175e+00,2.951362569178384465e+00,2.935022559956356858e+00,2.867745492989913547e+00,2.873351956507915972e+00,2.883527232789790062e+00,2.862633183350450139e+00,2.863772500076735117e+00,2.868443798717136950e+00,2.847154002612995782e+00,2.832745691142683597e+00,2.829788488599158214e+00,2.801670473617150936e+00,2.816332819230694007e+00,2.825545512437357409e+00,2.740944275275175368e+00,2.704696130297215895e+00,2.718454312080962776e+00,2.726746902978698817e+00,2.723296789664274353e+00,2.695454029521106687e+00,2.685260897516197343e+00,2.693613368835722000e+00,2.679554551029009080e+00,2.636327250092514340e+00,2.612354998707961062e+00,2.555002424541465089e+00,2.479211069403123080e+00,2.447375583033299051e+00,2.458858947651555216e+00,2.462789903258659319e+00,2.411332772049936235e+00,2.396073678843352095e+00
3.498568629370461647e+00,3.493054469399425432e+00,3.428317633141192644e+00,3.481448173937513602e+00,3.536634532653969654e+00,3.497864598329030628e+00,3.528708426079143035e+00,3.432531913679197633e+00,3.260425155161803090e+00,3.240600774931556849e+00,3.273077389930644898e+00,3.298684820806828899e+00,3.343067813752060857e+00,3.342784159760377793e+00,3.374442270107168795e+00,3.409088354883084815e+00,3.405693539525516567e+00,3.328345940278054194e+00,3.326235929951878667e+00,3.180882781201535003e+00,3.087640318017506491e+00,3.066293820309316853e+00,2.980474635428686625e+00,2.905615069894722957e+00,2.861255276746445197e+00,2.721325511008517051e+00,2.618751110087745637e+00,2.505195285894747936e+00,2.418648706349160182e+00,2.317366623046040797e+00,2.183110658640856627e+00,2.146786682637146892e+00,2.156860533811451042e+00,2.053644021448838064e+00,2.028081302150213094e+00,1.953500878115676409e+00,1.943635077467212424e+00,1.891648118861606553e+00,1.893051444307247699e+00,1.898891086006374351e+00,1.867294473713532188e+00,1.878467383000698820e+00,1.858916345900976985e+00,1.856780907419572690e+00,1.861107424299350166e+00,1.870087772543036930e+00,1.874483748192129484e+00,1.829312913574857813e+00,1.841277054228006360e+00,1.823865113163041229e+00,1.866024794917517493e+00,1.901139782963932712e+00,1.983906024546956193e+00,2.103941827293286160e+00,2.210717543303875932e+00,2.269617179769682025e+00,2.242565489805962820e+00,2.248920237256252896e+00,2.228421889918545951e+00,2.143062061559469544e+00,2.083190533308759473e+00,2.059569897481464462e+00,2.049646759201756652e+00,1.979200590230396406e+00,1.961025714664021979e+00,1.958804998089377358e+00,1.923486822498143622e+00,1.901558152443113103e+00,1.878996694451864569e+00,1.824871929136037574e+00,1.833726364949288534e+00,1.841316479784797844e+00,1.832645202191859557e+00,1.844133748630621739e+00,1.854599583546881814e+00,1.852885489665310192e+00,1.860567056311411172e+00,1.845995640736042942e+00,1.793066185942433721e+00,1.800446786565769841e+00,1.787181561612221303e+00,1.719906820145985726e+00,1.701518556518829994e+00,1.710764610357399684e+00,1.716171424772040766e+00,1.721675831582887062e+00,1.705117961641578139e+00,1.683319857476978321e+00,1.687763768736829206e+00,1.677278371956653968e+00,1.631049524475469692e+00,1.629295790221350515e+00,1.598086596029794304e+00,1.564515945933563357e+00,1.563456520334551625e+00,1.569003054167668276e+00,1.575972058847128654e+00,1.574316733126659207e+00,1.583021162185025421e+00
3.980662820234676325e+00,4.051186481296667807e+00,4.099514597075955002e+00,4.148947077147580487e+00,4.160306707736414644e+00,4.015829934122928435e+00,3.988398688431173067e+00,3.809184763115732508e+00,3.547124177081930174e+00,3.435723486814751926e+00,3.419706560342604007e+00,3.466316413739019886e+00,3.495313349815031501e+00,3.435597083152878817e+00,3.479519980968059478e+00,3.488413298737072843e+00,3.516877664231622180e+00,3.509798637669893306e+00,3.541803426975659974e+00,3.396495030814788318e+00,3.336398136284470795e+00,3.301786321881386321e+00,3.236391559861445444e+00,3.147496285778018432e+00,3.131907657857803340e+00,2.995362088920332955e+00,2.931726734461070460e+00,2.844484811318742423e+00,2.797008624352829376e+00,2.724569736311929891e+00,2.616340304367054781e+00,2.534592344712004675e+00,2.519716894171186716e+00,2.380994618508575300e+00,2.329669581987582561e+00,2.271295081609836508e+00,2.268292712170898007e+00,2.255709836441906813e+00,2.272390135395546906e+00,2.292132294045742924e+00,2.296486588253032313e+00,2.315095807266392747e+00,2.328709707528328288e+00,2.331915952666477665e+00,2.345198392057777248e+00,2.360521720153712533e+00,2.361232675406408354e+00,2.321176614452129527e+00,2.311700568108612242e+00,2.273656206256706280e+00,2.323800389300340274e+00,2.327271187260771423e+00,2.379503387727039954e+00,2.502166977977652085e+00,2.609941276309307945e+00,2.641570428589757213e+00,2.639401316430401323e+00,2.657034571998078132e+00,2.667004342725416421e+00,2.588300922359855871e+00,2.557688960688878854e+00,2.535292032503263737e+00,2.539467048436882202e+00,2.441785400822140684e+00,2.402596887265671111e+00,2.414769740233128736e+00,2.409584265973955919e+00,2.398576619515516040e+00,2.378603858442880803e+00,2.338455725767329074e+00,2.350639498720894949e+00,2.358670305920841592e+00,2.355409912372242509e+00,2.367015866368707755e+00,2.366606600580706932e+00,2.377507803476486714e+00,2.390080040239984882e+00,2.362598292975467196e+00,2.296552309306738149e+00,2.294444897705662623e+00,2.265429384335328589e+00,2.214973087317330336e+00,2.203714744759946775e+00,2.214339083328075830e+00,2.223370388150499810e+00,2.233459288668987686e+00,2.229502271230112243e+00,2.206478801006490187e+00,2.209259022634070480e+00,2.199751863318979428e+00,2.160154077059348143e+00,2.167289866084239236e+00,2.157086959304262752e+00,2.150407796652653136e+00,2.159300460718528214e+00,2.161988839858146161e+00,2.172514475759526498e+00,2.182880243658193109e+00,2.184674153812656172e+00
3.770528259475391053e+00,3.580374522059391662e+00,3.305707768799289514e+00,3.255669945812719401e+00,3.283605773878615963e+00,3.337095012266289462e+00,3.377719417894519793e+00,3.391024137417375517e+00,3.354745567222984892e+00,3.394885355822307993e+00,3.441877248543943946e+00,3.400869768532842841e+00,3.421557449930515027e+00,3.466355879570077736e+00,3.435589031092618484e+00,3.469446883040749441e+00,3.385089468290792158e+00,3.206826762740804693e+00,3.143827860174507993e+00,3.017154690122126670e+00,2.897627645824666143e+00,2.873548312542844041e+00,2.786374972542890127e+00,2.744807792301578342e+00,2.678994112201118494e+00,2.554056315342925654e+00,2.416443021263151358e+00,2.295509156156096076e+00,2.177528597217544881e+00,2.086678705988358917e+00,1.989644146165174821e+00,2.010029337664509086e+00,2.020289053957997627e+00,1.994516725084018560e+00,2.008097795787121331e+00,1.986682520713506372e+00,2.000952003129303769e+00,1.962062311254623825e+00,1.969074097865099127e+00,1.971805140890549701e+00,1.935125363097520923e+00,1.907959368205679462e+00,1.823025595000491661e+00,1.787683859353946136e+00,1.751506520786549226e+00,1.728474700417155896e+00,1.723685037658045038e+00,1.675032040178587645e+00,1.657604892429041410e+00,1.661059108335601664e+00,1.684357801222381212e+00,1.786643788966655988e+00,1.864754910856176284e+00,1.907509229604015699e+00,1.945490234451072942e+00,1.943821727253093767e+00,1.917261738033150920e+00,1.894648423022656125e+00,1.823529116526259042e+00,1.784997531385016156e+00,1.732898312115873418e+00,1.736268930308398684e+00,1.731590315419228698e+00,1.719905475617375279e+00,1.730726614282102283e+00,1.723043067795983374e+00,1.675760142956906007e+00,1.673155258337839513e+00,1.676548860727067991e+00,1.652089311983406805e+00,1.663452203377057126e+00,1.674011584752657100e+00,1.679196678331621007e+00,1.689278211496024529e+00,1.698423628817701703e+00,1.691451463656774346e+00,1.682748753089948535e+00,1.692793854846635249e+00,1.687188475538400123e+00,1.690147640530681228e+00,1.700297705430401596e+00,1.650710405649874701e+00,1.642997201840337596e+00,1.652244481793441633e+00,1.645856926738753279e+00,1.642731492334278398e+00,1.608240345294645435e+00,1.592687145811760185e+00,1.599551746085180692e+00,1.598448283304891637e+00,1.567839011097999835e+00,1.558834608250226461e+00,1.513772467132374677e+00,1.464776471590641727e+00,1.456466298948729365e+00,1.462717792184151877e+00,1.468251796503789564e+00,1.429888594311505834e+00,1.426987742998254927e+00
5.871085000771484097e+00,5.707328347560582493e+00,5.680216036616736019e+00,5.756482382889510419e+00,5.847844664990630825e+00,5.933913374088693793e+00,6.021699539664667533e+00,5.887634406054472080e+00,5.859721676797939871e+00,5.849553511212874923e+00,5.795831227922746187e+00,5.870694052428149234e+00,5.942392108767699632e+00,5.989593078980798069e+00,5.856855847458681374e+00,5.925530164498078456e+00,5.881888241276006291e+00,5.861821449126204620e+00,5.807825059218879815e+00,5.470559557984319810e+00,5.259329054904681833e+00,4.939558207205638318e+00,4.792767538652407566e+00,4.649025534274019655e+00,4.577200624644575555e+00,4.503392179993126021e+00,4.472930628936881092e+00,4.445990903652348614e+00,4.440360693864774611e+00,4.386167103134207323e+00,4.278269420085750063e+00,4.289019284334689708e+00,4.321668420309173975e+00,4.339539870173727110e+00,4.331503872141027500e+00,4.344499037074724512e+00,4.376333569443293214e+00,4.383917415766315884e+00,4.412923952410887196e+00,4.440474997690149195e+00,4.450612555075173837e+00,4.434058064609655680e+00,4.449404498599976776e+00,4.320335554453583526e+00,4.227589954906695979e+00,4.147316981049741003e+00,4.056061756527280515e+00,3.986132480688890478e+00,3.883084632272943981e+00,3.787840256904173142e+00,3.590528077070379354e+00,3.396131061490629044e+00,3.198422662515286063e+00,2.936406459404735880e+00,2.791083220239373830e+00,2.763106534793540181e+00,2.733241495783200747e+00,2.740789444796802865e+00,2.758667110423385971e+00,2.775233991527365163e+00,2.788442418485056251e+00,2.802746408725538707e+00,2.819827807280247178e+00,2.828828799010170147e+00,2.816531654002434326e+00,2.833453319554813721e+00,2.842278407838188414e+00,2.811507800138883795e+00,2.792314847620666285e+00,2.805755681602811080e+00,2.809055866922505196e+00,2.816788313042869696e+00,2.830954096546379084e+00,2.828893559884337883e+00,2.829102793360542822e+00,2.803127441580365087e+00,2.781786261197160659e+00,2.790056724768253282e+00,2.804832468140533219e+00,2.816908146073030750e+00,2.815261490032091363e+00,2.811814502421661643e+00,2.783651991408393478e+00,2.716397735329920238e+00,2.691977479027778397e+00,2.615266757536685915e+00,2.584168279556011694e+00,2.545317217854363712e+00,2.467208691124509023e+00,2.413689234052317278e+00,2.397875034769414881e+00,2.363648205315421080e+00,2.359405128187631817e+00,2.369383604244867048e+00,2.366883128702609973e+00,2.348055143931555566e+00,2.297090798832807756e+00,2.301216171051674309e+00,2.312015503957516760e+00
3.358304838081274557e+00,3.292940254806533851e+00,3.154262895033130398e+00,3.082266645878051659e+00,3.099707971508181448e+00,3.103665846148857099e+00,3.149120430265496040e+00,3.162038459607571461e+00,3.123842901591061150e+00,3.169822463304743820e+00,3.200820703147388091e+00,3.145411528958324876e+00,3.158842998495319243e+00,3.162736077655282418e+00,3.200250212952244766e+00,3.236271257108092492e+00,3.247243789598771802e+00,3.137886915655336395e+00,3.118128481598919421e+00,3.082119809897865270e+00,3.040305720318193128e+00,3.074270112763120455e+00,3.035197136734681056e+00,3.029694890752467451e+00,3.001312007322722408e+00,2.951214514099325559e+00,2.888234947810570219e+00,2.828393966861940001e+00,2.769319075612471259e+00,2.758872422125199009e+00,2.698506565681936920e+00,2.679326774243433462e+00,2.696226451210613106e+00,2.668722168164851194e+00,2.681181226300710208e+00,2.567551195413293463e+00,2.529394814566821470e+00,2.397208498856519210e+00,2.347341597759853737e+00,2.294763567769458668e+00,2.180588342460403339e+00,2.187122156939735884e+00,2.159885343137478042e+00,2.172946362163057810e+00,2.188778421725790402e+00,2.202122693907297091e+00,2.210245641143416595e+00,2.219408665022243099e+00,2.333565386622294291e+00,2.359471340964289343e+00,2.365515464504857501e+00,2.410183889892962394e+00,2.484364007919149575e+00,2.592499322792443994e+00,2.705014890795241822e+00,2.782099404415927513e+00,2.693123507614488599e+00,2.675966319663995563e+00,2.621362205287116609e+00,2.530037703637746382e+00,2.430214743325430859e+00,2.401052722664387407e+00,2.364172817055844700e+00,2.340091444264874365e+00,2.345856102329236137e+00,2.309324966835484272e+00,2.226425492738402401e+00,2.162897333059999205e+00,2.115277906852771395e+00,2.042645109852807117e+00,2.032657861738045746e+00,2.029479125777429172e+00,2.010199982292722343e+00,1.997610226450460047e+00,1.993610321923607653e+00,1.946280068018371390e+00,1.913971859450606550e+00,1.909157501851308503e+00,1.872582889346314783e+00,1.881372438715265272e+00,1.872057518074877969e+00,1.820568975309360793e+00,1.810733940686504173e+00,1.806578020645417837e+00,1.816667418651088939e+00,1.827041242559166001e+00,1.827357215679545455e+00,1.833793515138263164e+00,1.842753775941534666e+00,1.847429774756267795e+00,1.830404496914181278e+00,1.830787672431573476e+00,1.805353228100336160e+00,1.754243548558231280e+00,1.742695639314898681e+00,1.747180594144805754e+00,1.730562745321778673e+00,1.686168279551569116e+00,1.678584882931806854e+00
3.407469734337338796e+00,3.169187852248342985e+00,3.101240292442557056e+00,3.148119486634441966e+00,3.158850060337996535e+00,3.210667184541390551e+00,3.248794551072147652e+00,3.147340171904259076e+00,3.142950535401214385e+00,3.185800393448450674e+00,3.201586807058541595e+00,3.234160499680398093e+00,3.231234461686281367e+00,3.270827914110464807e+00,3.206602524629500017e+00,3.239141619354917179e+00,3.240481777621432080e+00,3.185238238072168215e+00,3.072010602911329880e+00,2.827095964190607713e+00,2.622453263881716179e+00,2.519155909142476890e+00,2.353128754499845599e+00,2.229968140383549180e+00,2.105949291901483278e+00,2.067805423672062659e+00,2.031964181493006283e+00,1.997770436143042172e+00,1.969174790810767295e+00,1.854745054187928455e+00,1.840726177738047697e+00,1.858970463383529781e+00,1.870768222795299529e+00,1.870005377834869975e+00,1.821879982639075912e+00,1.832971881207815068e+00,1.808669184032359878e+00,1.817700150511609269e+00,1.790359107405136152e+00,1.765150025106621445e+00,1.777238896814222757e+00,1.713004210549417206e+00,1.707991798135362282e+00,1.710504597299632445e+00,1.714149730915085046e+00,1.721752187541904622e+00,1.731868780519931761e+00,1.716934698434132045e+00,1.701973352584429833e+00,1.769519219314875436e+00,1.834468701612610442e+00,1.797874224954602473e+00,1.786421069464059208e+00,1.747101012517811691e+00,1.675924194248870736e+00,1.738124693690232814e+00,1.747837462769456618e+00,1.695932505402058643e+00,1.691886231149300368e+00,1.685930512769816314e+00,1.679328839721602185e+00,1.634925163871915332e+00,1.590737510473900329e+00,1.593291800467026231e+00,1.562544016098895483e+00,1.523223995365115213e+00,1.524279097540780725e+00,1.535531302137600473e+00,1.546797646333324838e+00,1.547503060275502440e+00,1.544525278014395209e+00,1.544509071404784439e+00,1.515106714395308529e+00,1.514103444962683342e+00,1.515844999215006039e+00,1.526171781836172192e+00,1.536222815857011037e+00,1.516874281918450862e+00,1.523858599674457137e+00,1.530734671973656313e+00,1.538008110626275959e+00,1.524430084792805395e+00,1.469384888501077624e+00,1.461663574048492453e+00,1.470818554106096299e+00,1.433636835862313275e+00,1.432837763386318075e+00,1.435539273741617050e+00,1.410622280503773363e+00,1.366769502883473208e+00,1.362480826627114228e+00,1.315949988702494577e+00,1.310344395891687830e+00,1.304559802010238245e+00,1.261884549699596514e+00,1.269202010288345672e+00,1.271012337153515137e+00,1.275638509435288670e+00,1.256265255789934976e+00
3.239415850417793230e+00,3.082213686205997671e+00,3.062305463848093101e+00,3.113172619646272121e+00,3.159393180496811393e+00,3.158815035444721975e+00,3.203322700073147900e+00,3.187229680137327659e+00,3.223867410105837106e+00,3.254496953798041492e+00,3.245270865278082173e+00,3.290160805035664104e+00,3.323843390720427227e+00,3.303500556902208452e+00,3.175023414179239722e+00,3.207418155239057711e+00,3.175832184693996751e+00,3.173846136976797183e+00,3.127245694374459095e+00,2.977685599883448830e+00,2.876572231938654856e+00,2.700327017028009813e+00,2.644438228588661399e+00,2.600204693171277892e+00,2.573341013308018788e+00,2.574458952628207786e+00,2.582662332560779372e+00,2.595450332574094077e+00,2.611514380359350795e+00,2.666993043654126261e+00,2.650298644236757539e+00,2.616463934133830271e+00,2.626941935965419361e+00,2.651352505512387214e+00,2.665574847462524932e+00,2.646686550594005816e+00,2.661966314205304052e+00,2.649864315870038567e+00,2.667213031762570630e+00,2.685270463625626380e+00,2.681274533100490576e+00,2.660024593253290437e+00,2.672358166285091485e+00,2.601961894503236561e+00,2.546236021692229290e+00,2.496629454666931647e+00,2.453250249782279013e+00,2.435611117775874579e+00,2.413038754112331041e+00,2.392904202271661340e+00,2.248244829072297168e+00,2.074169786365404722e+00,1.951760904902406946e+00,1.801099352696247546e+00,1.739353196947244440e+00,1.684248077323666770e+00,1.641848184048237735e+00,1.645000923697385486e+00,1.657561946755773619e+00,1.648032751852445577e+00,1.641923405474063014e+00,1.653970259186522407e+00,1.666088421713756818e+00,1.675673274383923994e+00,1.684287607406156351e+00,1.696157876631781969e+00,1.692871497586397211e+00,1.644803154473610363e+00,1.602099431471883939e+00,1.596232414863809845e+00,1.595418086100900634e+00,1.595546463191593656e+00,1.606475778581367253e+00,1.608950959796902946e+00,1.616748562336079331e+00,1.590136202044256652e+00,1.577740994309665412e+00,1.588160377470523077e+00,1.586459983954402020e+00,1.588409724436340653e+00,1.561518653522969258e+00,1.570811426281901291e+00,1.563865348310315095e+00,1.502637433101711828e+00,1.489349522636563172e+00,1.433759709045459685e+00,1.423702425505490199e+00,1.416771098675429830e+00,1.372572487791621221e+00,1.351840378287846312e+00,1.357362701426658491e+00,1.337340802703462783e+00,1.342904350528124402e+00,1.351250963302153885e+00,1.350987995870204905e+00,1.347056786784623261e+00,1.309200831451418079e+00,1.313717031221625531e+00,1.319519567367522406e+00
